id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
FINC351,FINC 351,Investment Analysis,FINC,3,"Operation and functions of the organized security exchanges, fundamental security analysis and technical market analysis.",3.1,Challenging,191,4.0
FINC361,FINC 361,Managerial Finance I,FINC,3,"Managerial problems of financial managers; financial analysis, current asset management, capital budgeting and capital structure.",3.15,Challenging,239,3.7
FINC368,FINC 368,Trade Floor Dynamics,FINC,3,"Analysis of trade floor activities and behaviors; organizational and process structure of trade floors; characteristics of trade floors that vary by type of asset traded, trading objectives and contract structure; analysis of operational issues including credit constraints, trade strategies, and regulatory compliance.",-1,Unknown,0,3.0
FINC371,FINC 371,Real Estate Decision-Making,FINC,3,"Legal, physical and economic characteristics of real estate; overview of real estate market analysis, real estate valuation procedures and real estate production, marketing and financing methods.",2.93,Challenging,170,4.3
FINC381,FINC 381,Money and Capital Markets,FINC,3,"Role of finance and financial institutions in the money and capital markets in the U.S. including supply of and demand for funds, interest rates and flow of funds analysis.",3.09,Challenging,209,3.5
FINC409,FINC 409,Survey of Finance Principles,FINC,3,"Finance survey for non-business majors; financial markets, the investment banking process, interest rates, financial intermediaries and the banking system, financial instruments, time value of money concepts, security valuation and selection, and international finance. May not be used to satisfy degree requirements for majors in business or agribusiness.",3.12,Challenging,1299,2.9
FINC422,FINC 422,Applied Investment Analysis,FINC,3,"Theoretical and analytical developments in security selection and portfolio management; includes macroeconomic analysis, portfolio theory, and portfolio performance evaluation; concepts applied to the allocation of investments in a student-managed equity portfolio. May be taken three times for credit.",3.71,Light,0,3.0
FINC423,FINC 423,Options and Financial Futures,FINC,3,"Valuation of options and financial futures; risk management and hedging applications using options and financial futures; primary focus on stock options, index options, stock index futures, interest rate futures, foreign exchange futures and futures options.",2.39,Intensive,0,3.0
FINC424,FINC 424,Trading Risk Management,FINC,3,"Mid-office risk management strategies using the energy markets as a focus; develops understanding of commodity market behavior, use of forwards and options for risk management, risk management reporting, Greeks and simulation-based VaR analysis.",3.56,Moderate,0,4.0
FINC425,FINC 425,Active Portfolio Management,FINC,3,"Analysis of investment tactics designed to earn abnormal returns; identification and evaluation of active strategies that exploit capital market anomalies and market inefficiencies; portfolio structuring, stock and sector selection, performance measurement, attribution analysis and benchmarks in inefficient markets.",4.0,Light,6,3.0
FINC426,FINC 426,Trading Markets,FINC,3,"Issues related to securities trading and securities markets; why and how people trade; the operation, structure and regulation of securities markets; focus on equity markets; comparisons to the markets for derivatives and other securities.",-1,Unknown,0,3.0
FINC427,FINC 427,Titans of Investing,FINC,3,"Readings from the most influential theorists and practitioners of 20th and 21st century investing; case studies and portfolio sector exercises in an institutional context, based on detailed assessment of global investment risks.",4.0,Light,14,3.0
FINC428,FINC 428,Fixed Income Analysis,FINC,3,"Characteristics of fixed income securities including Treasury issues, federal agency issues, corporate and municipal bonds, mortgage-backed and asset-backed securities; institutional features fixed income markets; risks of bond investing; fixed income valuation; term structure; trade strategies; modeling and assessing credit risks; hedging with fixed income derivatives.",3.07,Challenging,61,3.0
FINC430,FINC 430,Venture Capital Investing,FINC,3,Identification of a venture fund; development of an investment portfolio; development and analysis of venture investments; presentation of investment findings; negotiation and closing of investment deals.,4.0,Light,0,3.0
FINC435,FINC 435,Managerial Finance II,FINC,3,"Case studies in the administration of the financial affairs of business enterprises; working capital management, capital budgeting, capital structure, and mergers and acquisitions.",3.28,Challenging,0,3.0
FINC436,FINC 436,Corporate Finance Capstone,FINC,3,Application of interdisciplinary techniques to identify and solve multi-faceted corporate finance problems through use of case studies.,4.0,Light,17,3.2
FINC437,FINC 437,Systematic Trading Strategies,FINC,3,"Overview of quantitative investing using algorithmic trading for investment management; topics include exploration of collecting and preparing financial trading data, time series analysis, trend systems, momentum and mean reversal, arbitrage, backtesting, order execution, and reporting of risk and performance measures; tools, methods, and trading techniques are taught using the R programming language and using R Studio.",-1,Unknown,0,3.0
FINC440,FINC 440,Macro Finance,FINC,3,Recent developments in the nature and causes of financial crises; the role of money; financial liquidity; financial leverage; financial stability regulation; unconventional monetary policy and macroprudential policy.,3.23,Challenging,35,3.0
FINC441,FINC 441,"Private Equity - Insights, Industry Dynamics and Deal Making",FINC,3,"Roles of and interactions between private equity’s main participants, the limited partners (LPs) and the general partners (GPs); history and growth of the private equity (PE) industry; business models of PE firms; performance metrics used by PE professionals; investment strategies of PE firms; study of deal-making, with special focus on leveraged buyout and venture capital funds.",3.29,Challenging,0,3.6
FINC443,FINC 443,Valuation,FINC,3,Theory and application of various approaches to corporate valuation; measuring and managing the value of companies; principles of value creation; fundamental valuation methodology; application of value creation principles to managerial problems; special cases and complex valuation issues.,2.86,Challenging,14,1.0
FINC445,FINC 445,International Finance,FINC,3,"International business transactions, balance of payments and exchange rate systems, exchange rate risk and hedging techniques, sources of funding, relation to international financial institutions and capital instruments; foreign direct investment; international asset and liability management.",3.44,Moderate,9,3.5
FINC446,FINC 446,Technical Analysis of Financial Markets,FINC,3,"Use of price, volume and other non-fundamental, market and behavioral data to analyze and predict security prices; emphasis on pattern recognition and correlation analysis over theory and casual analysis; application of technical analysis as an investment discipline for institutional portfolio management; principles, terminology, techniques and emerging theories of technical analysis.",3.86,Light,50,4.2
FINC447,FINC 447,Financial Statement Analysis,FINC,3,"Development of an analytical approach to financial statements, integrating relevant finance and accounting concepts and principles; current topics in financial analysis.",3.62,Moderate,0,3.0
FINC448,FINC 448,Advanced Investments,FINC,3,"Application of finance theory to complex investment problems; implementation of asset pricing models, portfolio theory and arbitrage strategies; implication of principles of market efficiency and behavioral finance for selection of individual securities and portfolios.",4.0,Light,16,1.0
FINC449,FINC 449,Financial Modeling,FINC,3,"Application of fundamental finance concepts to practical valuation problems and investment decisions; construction of Excel-based financial models in the context of specific situations such as company valuations, leveraged buyout (LBO) investments and mergers and acquisitions (M&As).",3.48,Moderate,210,3.9
FINC462,FINC 462,Commercial Bank Management,FINC,3,"Problems confronting commercial banks such as development and application of credit standards, decisions on loan applications, liquidity management and profit sensitivity to varying levels of interest rates.",3.83,Light,15,3.0
FINC463,FINC 463,Seminar in Commercial Banking,FINC,3,Cases and problems on contemporary management challenges and problem-solving techniques in commercial banks.,3.78,Light,0,3.0
FINC464,FINC 464,Commercial Credit Analysis,FINC,3,"Recognized techniques for assessing the ability and willingness of business firms to service debts as originally agreed; regulatory and ethical requirements for structuring and documenting commercial bank loans to protect interests of shareholders, depositors, and deposit insurers.",3.84,Light,22,3.0
FINC465,FINC 465,Seminar in Investment Banking,FINC,3,"Cases and problems on fundamentals of valuing publicly and privately held firms, underwriting public and private offerings of debt and equity securities, managing capital market risks, complying with SEC and NASD regulations and managing other financial services commonly offered by investment banks.",4.0,Light,22,3.6
FINC466,FINC 466,"Wall Street, Investment Banking and the Financial Markets",FINC,3,"Experience, first-hand, the major financial markets of the United States; visits to major Wall Street firms, security and commodity exchanges, and other financial institutions.",-1,Unknown,0,3.0
FINC468,FINC 468,Entrepreneurial Finance,FINC,3,"Analysis of financing for start-up or high-growth businesses; funding sources for early operations, including angel capital, private venture capital, corporate venture capital, strategic alliances and crowdfunding; exit strategies, including initial public offerings (IPO) and mergers and acquisition (M&A).",2.96,Challenging,40,3.0
FINC472,FINC 472,Real Estate Finance,FINC,3,"Real estate financing instruments, institutions and techniques; trust deed financing, mortgage underwriting and risk analysis, primary and secondary mortgage markets and institutions.",2.93,Challenging,46,3.0
FINC475,FINC 475,Real Estate Investment Analysis,FINC,3,"Real estate market analysis, equity investor decision criteria, institutional investment constraints and investment valuation; case analysis of specific real estate investment decisions.",3.14,Challenging,18,3.0
FINC484,FINC 484,Professional Internship,FINC,6,Professional internship with practicing professionals under the direction of a faculty member. Available for free elective only and must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,3.0
FINC485,FINC 485,Directed Studies,FINC,6,Directed study on selected problems in the area of finance not covered in other courses.,3.98,Light,41,3.0
FINC489,FINC 489,Special Topics in...,FINC,4,"Selected area in finance. May include attention to aspects of real estate finance, corporate financial management, investments, or financial institutions and markets.",3.29,Challenging,0,5.0
FINP101,FINP 101,Introduction to Personal Finance,FINP,3,Introduction to the Personal Financial Planning profession; overview of the process of financial planning; focus on using tools such as the financial calculator and Excel in the study of time value of money and household financial planning issues; overview of terminology and broad understanding of the practice of financial planning.,3.7,Light,96,5.0
FINP201,FINP 201,Professional Development in Financial Planning,FINP,1,Introduction to the professional aspects of working in the financial planning industry to prepare for a successful internship and professional career.,3.92,Light,70,4.5
FINP235,FINP 235,Foundations of Money Education,FINP,3,"Preparation for a financially challenging world and introduction to concepts and methods of personal financial planning; financial planning process, time value of money, taxation, credit, housing, insurance, employee benefits, family economics and building a personal financial plan.",3.61,Moderate,1158,5.0
FINP335,FINP 335,Financial Readiness,FINP,3,"Personal financial planning for those planning on joining the military; preparation for a financially challenging world and introduction to the concepts and methods of personal financial literacy, budgeting, cash management, debt, credit, deployment finances, insurance, retirement planning, investing, estate planning and taxation.",3.54,Moderate,28,3.0
FINP435,FINP 435,Financial Planning for Professionals,FINP,3,"Financial planning from a professional perspective; applying basic financial, economic and institutional concepts to advise individuals, families and small businesses in achieving their financial goals; tools and topics include financial analysis, budgeting, credit management, time value of money, investment strategies, income taxes, risk management, and retirement and estate planning.",2.83,Challenging,163,2.0
FINP436,FINP 436,Insurance Planning,FINP,3,"Insurance planning for individuals, families and small businesses; applies risk management principles to evaluate various insurance products, including life, disability, long-term care, health, homeowners, auto and liability.",3.24,Challenging,70,3.0
FINP437,FINP 437,Tax Planning,FINP,3,"Applies the principles of income, gift and estate tax planning to enhance household income after taxes; understanding tax laws, reporting requirements and opportunities for planning; identify and implement useful tax planning strategies; focus on practical application for financial planning.",3.29,Challenging,26,3.0
FINP438,FINP 438,Investment Planning,FINP,3,"Applying investment principles considering families’ goals, time horizons, risk tolerance and tax implications to build investment portfolios; attributes of various asset classes; asset allocation, selecting securities and portfolio management; developing successful investment programs for personal investors and financial planners.",3.35,Moderate,52,3.0
FINP439,FINP 439,Retirement Planning,FINP,3,"Retirement planning basics, qualified and nonqualified retirement plans, Social Security provisions and government healthcare plans along with the basics of employee benefits; focus on both quantitative (i.e., calculating retirement needs and plan limits) and qualitative (i.e., retirement age decisions, retirement income management) aspects of retirement.",3.66,Moderate,59,3.0
FINP441,FINP 441,Financial Planning Capstone,FINP,3,"Financial planning process, data gathering, approaches to financial planning, analysis of financial statements and client presentation; case analysis, ethics and professional conduct, use of financial planning software, advanced financial calculator usage, and Microsoft Excel applications.",3.15,Challenging,39,3.0
FINP442,FINP 442,Estate Planning,FINP,3,Application and creation of complex estate planning methodologies and policies within financial planning; emphasis on both development of estate strategy and coordination of estate management with legal professionals required of a financial planner in advising clients.,3.38,Moderate,38,3.0
FINP443,FINP 443,Technology Applications in Financial Planning,FINP,3,Preparation of students for the financial planning capstone course through development of proficiency in professional software packages and completion of mini financial planning cases.,3.76,Light,16,3.0
FINP489,FINP 489,Special Topics in...,FINP,4,Selected topics in an identified area of financial planning. May be repeated for credit.,3.78,Light,19,3.0
FIVS101,FIVS 101,Introduction to Academic Success in Forensic and Investigative Sciences,FIVS,1,"Orientation to academic success within higher education and specifically the Bachelor of Science degree in forensic and investigative sciences; awareness of academic and campus support services available for student success; development of goals for academic and career planning, including creation and utilization of degree planner; awareness of personal self-management strategies, including learning styles, time management, goal setting, stress management and development of personal strategies for implementation of personal self-management into practice.",3.78,Light,0,5.0
FIVS102,FIVS 102,Continuing Academic Success in Forensic and Investigative Sciences,FIVS,1,"Continued exploration to academic success within higher education and specifically the Bachelor of Science degree in Forensic and Investigative Sciences; increase awareness of academic and campus support services available for student success; develop goals for academic and career planning, including creation and utilization of degree planner; awareness of personal self-management strategies, including learning styles, time management, goal setting, stress management, and development of personal strategies for implementation of personal self-management into practice. Must be taken on a satisfactory/unsatisfactory basis.",3.77,Light,152,3.0
FIVS123,FIVS 123,Forensic Investigations,FIVS,3,"Overview of forensics from incident scene to court room verdict; principles, concepts, tools and methodologies used in the science and practice of forensics; examination of various forensic fields; evidence recognition, analysis, interpretation and presentation to diverse audiences.",-1,Unknown,0,2.9
FIVS205,FIVS 205,Introduction to Forensic and Investigative Sciences,FIVS,3,"Overview of principles, procedures, and concepts of forensic and investigative sciences; instruction in the definitions, scope, and use of tools, techniques and protocols in forensic applications used to resolve social, regulatory, and legal disputes.",3.44,Moderate,532,4.6
FIVS210,FIVS 210,Forensic Photography,FIVS,3,Identification and application of techniques of the practice of photography as applied to forensics.,3.56,Moderate,57,4.1
FIVS215,FIVS 215,Forensic Microscopy,FIVS,3,Identification and application of techniques of the practice of microscopy as applied to forensics.,2.82,Challenging,55,4.1
FIVS220,FIVS 220,Impression Evidence,FIVS,3,"Individual and class characteristics of footwear, tire track, impression evidence documentation, collection, test impression techniques, shoe and tire tread designs, sizing, manufacturing, wear characteristics, comparison techniques, courtroom preparation and testimony.",3.11,Challenging,43,3.0
FIVS282,FIVS 282,Occupational and Professional Development,FIVS,2,"Organized instruction in written and oral communication; acquaint students with private and public-sector companies and agencies as well as leading professionals from these firms to reinforce academic instruction and prepare students for the transition to employment, graduate and professional schools.",3.66,Moderate,97,2.8
FIVS285,FIVS 285,Directed Studies,FIVS,4,Directed individual study in forensic and investigative sciences. May be repeated for credit.,-1,Unknown,0,3.0
FIVS289,FIVS 289,Special Topics in...,FIVS,4,Selected topics in an identified area of forensic and investigative sciences. May be repeated for credit.,-1,Unknown,0,3.0
FIVS291,FIVS 291,Research,FIVS,4,Research conducted under the direction of a faculty member in forensic and investigative sciences. May be repeated for credit.,-1,Unknown,0,3.0
FIVS308,FIVS 308,Forensic Implications of Inheritance,FIVS,4,"Forensic genetics with an emphasis on human molecular genetics, population genetics, and genetic application in the forensic sciences.",3.31,Moderate,54,3.9
FIVS316,FIVS 316,Biotechnology and Forensics,FIVS,4,"Illustration of the use of a variety of biotechnology methods for forensic applications; appreciation and understanding of the underlying molecular biology techniques that are used in a diverse array of settings including blood analysis, blood typing, DNA fingerprinting and genetic testing; potential future use of advanced sequencing technologies for forensic applications; consideration of social, ethical and legal implications of these procedures and applications.",3.67,Moderate,0,3.5
FIVS401,FIVS 401,Forensic Soil Science,FIVS,3,"Examination of soils biology, chemistry and physical attributes to solve crimes; soil and geologic characteristics associated with crime scene examination; physical, biological and chemical characteristics and use of trace evidence.",3.48,Moderate,9,1.5
FIVS405,FIVS 405,Applied Digital Forensics and Incident Response,FIVS,3,Collection of digital evidence; digital evidence analytics; analysis of log data; malware triage; recover damaged digital evidence; write technical reports on malware and incidents; legal and ethical components of digital forensic science.,3.88,Light,21,3.0
FIVS415,FIVS 415,Practice and Principles of Science and Law,FIVS,3,"Introduction to series of practitioners of forensic science and the justice system; receive instruction on principles, procedures, and practices used in solving legal and societal issues; examine scientific method and scientific knowledge as applied through expert testimony; enhance critical thinking and reasoning skills in studying and debating different positions of current issues of science and law.",3.71,Light,51,3.0
FIVS420,FIVS 420,Controlled Substances,FIVS,2,"Classification of effects of controlled substances in impaired individuals, sampling procedures and presumptive testing; history of the controlled substances act of 1970, federal drug scheduling, penalty groups in Texas, legislative complexity and challenges with new psychoactive substances, physiological, sociological, legal and societal aspects of controlled substance abuse.",3.84,Light,21,3.0
FIVS422,FIVS 422,Crime Scene Investigation,FIVS,3,"Principles, procedures, processes and hands-on experience for conducting investigations ranging from general crime scene to death investigations.",3.75,Light,54,4.1
FIVS431,FIVS 431,The Science of Forensic Entomology,FIVS,3,"Explores the science, methodology and technology employed to gather, preserve and present information about insects and other arthropods in such a manner that this information can be used in courts of law as evidence and testimony to help resolve issues of a criminal or civil nature.",3.75,Light,43,3.0
FIVS432,FIVS 432,Applied Forensic Entomology,FIVS,1,"Laboratory-based offering practical experience using scientific information, methodology, technology, and legal procedures inherent to the field of forensic entomology; emphasis on collecting, preserving, and identifying information as evidence and expert witness testimony in courts of law.",3.71,Light,39,3.0
FIVS435,FIVS 435,Case Studies in Problem Solving,FIVS,3,Development of reasoning strategies by examining a variety of case studies; science and scientific method solving real-world problems as part of an investigative team.,3.83,Light,53,3.0
FIVS440,FIVS 440,Forensic Communications,FIVS,1,"Scientific writing and communication, critical thinking, reading, research, writing and oral skills.",3.8,Light,13,3.0
FIVS481,FIVS 481,Seminar,FIVS,1,Analysis of research topics related to the fields of forensic science and law. May be taken 4 times for credit.,3.75,Light,90,3.5
FIVS484,FIVS 484,Internship,FIVS,4,Independent study and supervised field experience related to a professional area or interest in forensic science. May be repeated for credit.,3.98,Light,73,3.0
FIVS485,FIVS 485,Directed Studies,FIVS,4,Directed individual study in forensic and investigative sciences. May be repeated for credit.,4.0,Light,0,3.0
FIVS489,FIVS 489,Special Topics in...,FIVS,4,Selected topics in an identified area of forensic and investigative sciences. May be repeated for credit.,4.0,Light,19,3.6
FIVS491,FIVS 491,Research,FIVS,4,Research conducted under the direction of a faculty member in forensic and investigative sciences. May be repeated for credit.,4.0,Light,0,3.0
FREN101,FREN 101,Beginning French I,FREN,4,"(FREN 1411) Beginning French I.   Elementary language study with oral, written, and reading practice. Preparation for conversation. Part of class preparation will be done in language laboratory.",3.15,Challenging,24,3.9
FREN102,FREN 102,Beginning French II,FREN,4,(FREN 1412) Beginning French II.   Continuation of FREN 101 . Part of class preparation will be done in language laboratory.,3.21,Challenging,50,4.1
FREN201,FREN 201,Intermediate French I,FREN,3,(FREN 2311) Intermediate French I.   Readings of average difficulty. Review of grammar; practice in conversation and composition.,3.19,Challenging,27,4.5
FREN202,FREN 202,Intermediate French II,FREN,3,(FREN 2312) Intermediate French II.   Continuation of FREN 201 with more advanced material.,3.1,Challenging,43,3.4
FREN221,FREN 221,Field Studies I,FREN,3,"French language and culture taught in France; supervised travel of cultural interest; living with local families; participation in the activities and courses of a French university or institute; written and oral reports, exams.",-1,Unknown,0,3.0
FREN222,FREN 222,Field Studies II,FREN,3,"French language and literature taught in France in cooperation with a French university or institute; exams, written reports.",-1,Unknown,0,3.0
FREN285,FREN 285,Directed Studies,FREN,4,"Individual supervision of readings or assigned projects in French, selected for each student individually.",-1,Unknown,0,3.0
FREN289,FREN 289,Special Topics in...,FREN,4,Selected topics in an identified area of French. May be repeated for credit.,-1,Unknown,0,3.0
FREN300,FREN 300,Written Communication in the French-Speaking World,FREN,3,"Strategies for effective communication in the written language; active production of a variety of narrative, expository, analytical, persuasive and epistolary texts with special attention to language appropriate to various social, professional and cultural contexts both in French and in the Francophone world; conducted in French.",3.85,Light,0,4.4
FREN301,FREN 301,French Society and Culture in Evolution,FREN,3,"Events, figures, monuments, laws and cultural productions, texts and events participating in the evolution of French institutions, religion, socio-economic structures, marriage, sexuality and identities from the Gallo-Roman period through May 1968; conducted in French.",3.58,Moderate,0,4.1
FREN306,FREN 306,Technical and Business French,FREN,3,"Advanced-intermediate course to provide cross-cultural communication skills crucial to succeeding in a francophone business or technical environment, including topics on business and technical jargon, correspondence, résumés, interviewing, the European Union, telecommunications, technology and the French-speaking community.",3.55,Moderate,19,3.0
FREN311,FREN 311,Oral Communication in the French-Speaking World,FREN,3,"Strategies for effective communication in the spoken language; case studies in economic, political, cultural, social and environmental issues as presented through the press and audio-visual media of France and the Francophone world; conducted in French.",4.0,Light,0,5.0
FREN321,FREN 321,French Literature I,FREN,3,"Representative works of French poetry, theater, essays and novels in the historical, cultural and political context of French society from the Middle Ages through the 18th century; conducted in French.",3.2,Challenging,0,2.4
FREN322,FREN 322,French Literature II,FREN,3,"Representative works of French and Francophone novels, plays, poetry and essays reflecting the societies and cultural experience of French-speaking people in the 19th, 20th and 21st centuries; conducted in French.",-1,Unknown,0,3.0
FREN336,FREN 336,"Politics, Culture and Society in Contemporary France",FREN,3,"Contemporary France.   Salient aspects of present-day French society and culture, including government, demographics, immigration, education, families, gender roles, entertainment and leisure,  social classes and cross-cultural tensions; conducted in French.",3.66,Moderate,15,4.0
FREN375,FREN 375,The Francophone World,FREN,3,"The peoples, cultures and societies of French-speaking communities outside of France, with special attention to their colonial origins and current issues of politics, identities and migrations as represented in the press and media as well as in works of film and literature; conducted in French.",3.79,Light,9,4.5
FREN418,FREN 418,Seminar in French Civilization,FREN,3,"Discussions and observation of particular events and institutions crucial to the development of French society and culture; analysis of literary, artistic and cinematic representations of events and phenomena such as the French revolution, May 1968, and church and state relations; conducted in French. May be repeated for credit.",-1,Unknown,0,3.0
FREN422,FREN 422,Studies in Gender and French Literature,FREN,3,"The role of gender in the production, dissemination, reception and interpretation of literary texts in the French tradition, including continental France as well as the Francophone literatures of West Africa, Canada, and elsewhere; taught in English.",-1,Unknown,0,3.0
FREN425,FREN 425,French Film,FREN,3,Overview of French cinema from its origins to the present; interpretation of French cultural history and politics through film; taught in English.,2.97,Challenging,14,3.0
FREN481,FREN 481,Seminar in French and Francophone Studies,FREN,3,"In-depth exploration of topics in French and Francophone literature, culture, and/or film, involving individual student research projects.  May be taken two times for credit as topics change.",4.0,Light,0,2.4
FREN485,FREN 485,Directed Studies,FREN,4,"Individual supervision of readings or assigned projects, selected for each student individually; written and oral reports.",-1,Unknown,0,3.0
FREN489,FREN 489,Special Topics in...,FREN,4,Selected topics in an identified area of French. May be repeated for credit.,-1,Unknown,0,3.0
FREN491,FREN 491,Research,FREN,3,Research conducted under the direction of faculty member in French. May be taken three times for credit.,-1,Unknown,0,3.0
FSCI281,FSCI 281,Oceans and One Health Sophomore Seminar,FSCI,1,"Science communications; including compilation and discussion of current topics related to human, animal or environmental health issues associated with coastal communities through weekly literature searches and readings; emphasis on scientific communication with peers in both oral and written forms.",-1,Unknown,0,3.0
FSCI285,FSCI 285,Directed Studies,FSCI,6,Directed studies and problems suited to analysis by individuals or small groups concerning special aspects of the coastal environment and human health.,-1,Unknown,0,3.0
FSCI289,FSCI 289,Special Topics in...,FSCI,4,Study of selected topics in an identified area of foundational sciences. May be taken for credit up to eight hours.,-1,Unknown,0,3.0
FSCI334,FSCI 334,One Health in Coastal Regions,FSCI,3,Exploration of One Health issues and the human-animal-ecosystem interface affecting populations in coastal regions; study of how these topics can be applied to address regional and global health and environmental challenges.,-1,Unknown,0,3.0
FSCI360,FSCI 360,Biochemistry,FSCI,4,"Structure, function and reactivity of proteins, carbohydrates, lipids and nucleic acids; role of pH in biochemical reactions; enzyme kinetics and regulation; membrane structure and function; overview of the metabolic pathways; carbohydrate metabolism; lipid metabolism; metabolism of nitrogen containing compounds; nucleic acid synthesis.",-1,Unknown,0,3.0
FSCI428,FSCI 428,Coastal Development and Human Health,FSCI,3,"Exploration of public environmental health issues associated with urbanization in coastal areas; topics address population pressures on coasts, infectious and chronic disease, the natural and built environment, toxicology, sanitation, forms and media of pollution, and the application of environmental health science to coastal zone management.",-1,Unknown,0,3.0
FSCI485,FSCI 485,Directed Studies,FSCI,6,Directed studies and problems suited to analysis by individuals or small groups concerning special aspects of the coastal environment and human health.,-1,Unknown,0,3.0
FSCI489,FSCI 489,Special Topics in...,FSCI,4,Study of selected topics in an identified area of foundational sciences. May be taken for credit up to eight hours.,-1,Unknown,0,3.0
FSCI491,FSCI 491,Research,FSCI,4,Research conducted under the direction of faculty member in Foundational Sciences. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. May be taken for credit up to four hours.,-1,Unknown,0,3.0
FSTC201,FSTC 201,Food Science,FSTC,3,"(AGRI 1329) Food Science.  The fundamental biological, chemical and physical scientific principles associated with the study of foods; topics include food composition and nutrition, food additives and regulations, food safety and toxicology, food processing, food engineering, food biotechnology, product development and sensory evaluation.",3.75,Light,208,4.4
FSTC210,FSTC 210,Horizons in Nutrition and Food Science,FSTC,1,"Introduction to nutrition and food science career opportunities through presentations by nutrition and food science researchers and industry professionals; addresses issues of professionalism including portfolio development, teamwork, and critical thinking skills.",3.32,Moderate,11,3.0
FSTC281,FSTC 281,Introduction to Fermentation and Brewing Sciences,FSTC,3,"Master fermentation and brewing science, from microbial selection to bio-separation, ensuring food safety and quality compliance.",3.69,Moderate,0,3.0
FSTC285,FSTC 285,Directed Studies,FSTC,4,Directed study of selected problems in the area of food science. 0 GPR in major and overall.,-1,Unknown,0,3.0
FSTC289,FSTC 289,Special Topics in...,FSTC,4,Selected topics in an identified area of food science and technology. May be repeated for credit.,-1,Unknown,0,3.0
FSTC291,FSTC 291,Research,FSTC,4,Research conducted under the direction of faculty member in food science and technology. May be repeated 2 times for credit.,-1,Unknown,0,3.0
FSTC300,FSTC 300,Religious and Ethnic Foods,FSTC,3,"Understanding religious and ethnic foods with application to product development, production, and nutritional practices; emphasis on different food rules and priorities with attention given to different religious and ethnic groups within the US and around the world.",3.68,Moderate,496,4.0
FSTC305,FSTC 305,Fundamental Baking,FSTC,3,"Fundamentals of baking; chemical and physical properties of ingredients, methods of baking all products, fundamental reactions of dough, fermentation and oven baking.",-1,Unknown,0,3.0
FSTC311,FSTC 311,Principles of Food Processing,FSTC,3,"Principles and practices of canning, freezing, dehydration, pickling and specialty food manufacture; fundamental concepts of various techniques of preparation, processing, packaging and use of additives; processing plants visited.",3.38,Moderate,0,3.0
FSTC312,FSTC 312,Food Chemistry,FSTC,3,"The fundamental and relevant chemistry and functionality of the major food constituents (water, carbohydrates, lipids, proteins, phytochemical nutraceuticals) and study of food emulsion systems, acids, enzymes, gels, colors, flavors and toxins.",3.13,Challenging,19,1.9
FSTC313,FSTC 313,Food Chemistry Laboratory,FSTC,1,"Laboratory exercises investigating specific molecules, such as food acids, enzymes, pigments and flavors, and chemical interactions in foods, such as oxidation reactions, emulsion systems, and functional properties from a fundamental chemistry rather than an analytical perspective.",3.96,Light,18,3.0
FSTC314,FSTC 314,Food Analysis,FSTC,3,Selected standard methods for assay of food components; principles and methodology of both classical and instrumental techniques for food analysis.,3.05,Challenging,0,3.0
FSTC315,FSTC 315,Food Process Engineering Technology,FSTC,3,"Elementary mechanics, physical and thermal properties of food and processing materials, heat transfer, mass and energy balances, psychrometrics (properties of air), insulation.",3.45,Moderate,5,3.5
FSTC316,FSTC 316,Food Biomanufacturing and Cellular Agriculture,FSTC,3,"Exploration of fermentation science, cellular agriculture, alternative proteins, and lab techniques for bioprocessing, microbial communities, and food safety.",3.86,Light,7,3.0
FSTC319,FSTC 319,Molecular Methods for Microbial Detection and Characterization,FSTC,3,Exploration of vital molecular methods crucial for identifying and characterizing microbial communities across industries such as fermentation and brewing.,-1,Unknown,0,3.0
FSTC320,FSTC 320,Understanding Obesity - A Social and Scientific Challenge,FSTC,3,"Perspectives of obesity in food science, nutrition, health and psychology; study of obesity factors in relation to genetics, exercise physiology and sociology with emphasis on food and nutrition.",3.68,Moderate,54,3.0
FSTC324,FSTC 324,Food Safety and Preventive Controls for Human Food,FSTC,3,"Microbiological food spoilage, fermentation and safety; U.S. Food and Drug Administration (FDA) recognized curriculum for “preventive controls qualified individual” within the FDA Hazard Analysis and Risk‐based Preventive Controls for Human Food regulation.",3.86,Light,10,3.0
FSTC326,FSTC 326,Food Bacteriology,FSTC,3,"Microbiology of human foods and accessory substances; raw and processed foods; physical, chemical and biological phases of spoilage; standard industry techniques of inspection and control.",2.95,Challenging,15,3.5
FSTC327,FSTC 327,Food Bacteriology Lab,FSTC,1,Laboratory to accompany ANSC 326/FSTC 326 or FSTC 326/ANSC 326 .,3.81,Light,0,3.0
FSTC330,FSTC 330,Dairy and Food Technology,FSTC,4,"Principles and practices involved in processing of milk into market milk, butter, cheese and cheese foods; fundamental principles of these processes as related to their design and control.",-1,Unknown,0,3.0
FSTC331,FSTC 331,Dairy and Food Technology,FSTC,4,"Manufacture of frozen, freeze-dehydrated, concentrated and dehydrated dairy foods; fundamental aspects of freezing, concentration and dehydration of foods.",-1,Unknown,0,3.0
FSTC401,FSTC 401,Food Product Development,FSTC,3,"Design and develop food products using principles of food chemistry, food processing, nutrition, sensory analysis and statistics; team collaborate to improve food product characteristics to meet the needs of a changing society.",3.81,Light,24,3.0
