name,category,address,city,state,zip_code,phone,website,email,distance_miles,business_size,source,area_label,latitude,longitude,matched_place_id,matched_place_confidence,slug
MetroNet,,,College Station,TX,,(888) 885-3427,https://metronetinc.com/,customer_service@metronet.com,,Local Chamber Member,BCS Chamber,College Station,,,,,metronet
The Kimbell Cultural Event Center,,,College Station,TX,77803,(979) 202-1953,http://thekimbell.com/,events@thekimbell.com,,Local Chamber Member,BCS Chamber,College Station,,,,,the-kimbell-cultural-event-center
StataCorp LLC,,,College Station,TX,77845,(800) 782-8272,http://stata.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,statacorp-llc
Benn Law Group,,,College Station,TX,77845,(979) 393-0345,http://mytexaslawyer.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,benn-law-group
"DDD Exploration, Inc.",,,College Station,TX,77845,(806) 371-0515,http://dddexploration.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,ddd-exploration--inc
South Land Title,,,College Station,TX,,,http://southlandtitlebcs.com/,,,Local Chamber Member,BCS Chamber,College Station,30.6531802,-96.2958441,osm:way:966370649,0.84,south-land-title
"Binford Insect Control, Inc.",,,College Station,TX,77803,(979) 822-5524,http://binfordinsectcontrol.net/,contact@binfordinsectcontrol.net,,Local Chamber Member,BCS Chamber,College Station,,,,,binford-insect-control--inc
Omega Builders,,,College Station,TX,,(254) 239-0366,http://omegabuilders.com/,sponsorships@omegabuilders.com,,Local Chamber Member,BCS Chamber,College Station,,,,,omega-builders
OpEx Property Services,,,College Station,TX,,,http://opexpropertyservices.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,opex-property-services
Druery's Flat Fixing & Road Service,,,College Station,TX,,,http://do not have one yet/,,,Local Chamber Member,BCS Chamber,College Station,,,,,druery-s-flat-fixing---road-service
Mobley Pool Company,,,College Station,TX,77802,(979) 776-5557,http://mobleypools.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,mobley-pool-company
"Terracon Consultants, Inc",,,College Station,TX,,,http://terracon.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,terracon-consultants--inc
Secure Overhead Door,,,College Station,TX,77833,(979) 383-2445,http://secureoverhead.com/,derick@secureoverhead.com,,Local Chamber Member,BCS Chamber,College Station,,,,,secure-overhead-door
Tenant First,,,College Station,TX,77845,(979) 690-8068,http://tenant1.com/,info@tenant1.com,,Local Chamber Member,BCS Chamber,College Station,,,,,tenant-first
"Davis Jr., Robert S.",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,davis-jr---robert-s
Oscar & Sons Body Shop,,,College Station,TX,77808,(979) 778-6736,http://oscarandsons.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,oscar---sons-body-shop
Paolo's Italian Kitchen,Restaurant,809 University Drive East,College Station,TX,77840,(979) 485-2704,https://paolositaliankitchen.com/,,1.33,Local Independent/Franchise,OpenStreetMap,Northgate,30.635565,-96.3258714,osm:way:1089544161,1.0,paolo-s-italian-kitchen
Rough Draught Whiskey Bar,Pub,313 Church Avenue,College Station,TX,77840,(979) 704-6352,http://roughdraughtbcs.com/,info@roughdraught.com,0.63,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Northgate,30.6188177,-96.3470339,osm:node:6223353901,1.0,rough-draught-whiskey-bar
"Newman, Louis M., III",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,newman--louis-m---iii
MasFajitas,,,College Station,TX,77836,(512) 989-3232,http://masfajitas.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,masfajitas
StayAPT Suites College Station,,"Apartment-Style Hotel, Apartment-Style Hotel",College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,stayapt-suites-college-station
Madole Equipment Rental & Sales Inc,,,College Station,TX,,,https://madolerental.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,madole-equipment-rental---sales-inc
TAMU George Bush School of Govt. & Public Service,,,College Station,TX,77843,(979) 862-3469,http://bush.tamu.edu/,jxr007@tamu.edu,,Local Chamber Member,BCS Chamber,College Station,,,,,tamu-george-bush-school-of-govt----public-service
Southside Rec Center,Fitness Centre,633 Bizzell Street,College Station,TX,77843,(979) 845-7826,https://recsports.tamu.edu/,,0.28,Local Independent/Franchise,OpenStreetMap,College Station,30.615858627009548,-96.33350512942744,osm:way:1099383188,1.0,southside-rec-center
Down Syndrome Association of Brazos Valley,,,College Station,TX,,,http://dsabv.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,down-syndrome-association-of-brazos-valley
"Derrig, Andrea",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,derrig--andrea
Tonkaway Ranch,,,College Station,TX,,(979) 776-1476,http://tonkaway.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,tonkaway-ranch
Billy's Grille & Bar,,,College Station,TX,77803,(979) 721-9989,http://billysgrillebryan.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,billy-s-grille---bar
Signature Care Emergency Center- College Station,,,College Station,TX,77840,(832) 787-0296,http://ercare24.com/college-station,,,Local Chamber Member,BCS Chamber,College Station,,,,,signature-care-emergency-center--college-station
Office of Senator Charles Schwertner,,,College Station,TX,,,http://https:/www.senate.texas.gov/member.php?d=5,,,Local Chamber Member,BCS Chamber,College Station,,,,,office-of-senator-charles-schwertner
Margie's Bar and Grill,Restaurant,320 North Main Street,Bryan,TX,77803,(979) 822-8422,https://margiesbcs.com/,,4.55,Local Independent/Franchise,OpenStreetMap,Downtown Bryan,30.676325,-96.373379,osm:way:1119484686,1.0,margie-s-bar-and-grill
Days Inn Of College Station,,,College Station,TX,,(844) 405-4141,http://daysinn.com/,accessibility@wyndham.com,,Local Chamber Member,BCS Chamber,College Station,,,,,days-inn-of-college-station
Security Finance,,,College Station,TX,,,http://securityfinance.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,security-finance
"Traditions Wealth Advisors, LLC",,,College Station,TX,,,http://traditionswealthadvisors.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,traditions-wealth-advisors--llc
Brazos Valley Rehabilitation Center,,,College Station,TX,,(555) 555-5555,http://brazostherapy.org/,mymail@mailservice.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-rehabilitation-center
Brazos County Farm Bureau,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-county-farm-bureau
Old Bryan Marketplace,,,College Station,TX,,(979) 779-3245,http://oldbryan.com/,nicole@oldbryan.com,,Local Chamber Member,BCS Chamber,College Station,,,,,old-bryan-marketplace
Siegert Heating & A/C,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,siegert-heating---a-c
"Mariott Homes, Inc.",,,College Station,TX,77845,(979) 696-1787,http://mariotthomes.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,mariott-homes--inc
Southwood Valley Animal Hospital,,,College Station,TX,77845,(979) 693-9898,http://southwoodvalleyvet.com/,info@southwoodvalleyvet.com,,Local Chamber Member,BCS Chamber,College Station,,,,,southwood-valley-animal-hospital
Destination Bryan,,,College Station,TX,77807,(979) 775-7800,http://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,destination-bryan
TK Sales,,,College Station,TX,77808,(979) 778-8555,http://tksales.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,tk-sales
"Beal, Oren W. Jr.",,,College Station,TX,,,http://bealinsurance.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,beal--oren-w--jr
Brazos Valley American Heart Association,,,College Station,TX,,,http://brazoscountyheartball.heart.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-american-heart-association
Snelling Staffing,,,College Station,TX,,(843) 723-7400,http://snelling.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,snelling-staffing
Polite Coffee Roasters,Cafe,800 South Bryan Avenue,Bryan,TX,77803,(979) 775-8375,https://politecoffee.com/,,4.02,Local Independent/Franchise,OpenStreetMap,Bryan,30.6665072,-96.3751658,osm:way:1134395026,1.0,polite-coffee-roasters
The Good Bull Icehouse,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,the-good-bull-icehouse
The Hispanic Forum of Bryan/College Station,,,College Station,TX,77802,,http://hispanicforumbcs.org/,info@hispanicforumbcs.org,,Local Chamber Member,BCS Chamber,College Station,,,,,the-hispanic-forum-of-bryan-college-station
"Service Insurance Group, Inc",,,College Station,TX,,,http://sigbcs.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,service-insurance-group--inc
Office of Congressman Michael McCaul,,,College Station,TX,77840,(322) 815-3846,http://mccaul.house.gov/,,,Local Chamber Member,BCS Chamber,College Station,,,,,office-of-congressman-michael-mccaul
Bridgeway Home Health,,,College Station,TX,,,http://cornerstonehh.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,bridgeway-home-health
Motel 6 / Studio 6,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,motel-6---studio-6
Oishi sushi asian fusion,,,College Station,TX,77845,(979) 680-0888,http://oishisushi.kwickmenu.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,oishi-sushi-asian-fusion
Big Barn Dance Music Festival,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,big-barn-dance-music-festival
TAMU Procurement Services,,,College Station,TX,,,http://purchasing.tamu.edu/ssps,,,Local Chamber Member,BCS Chamber,College Station,,,,,tamu-procurement-services
Declaration Church,,,College Station,TX,77802,(979) 353-1158,http://declarationchurch.net/,connect@declarationchurch.net,,Local Chamber Member,BCS Chamber,College Station,30.6632362,-96.307614,osm:way:847343402,0.84,declaration-church
Casa do Brasil,Restaurant,1665 Greens Prairie Road West,College Station,TX,77845,,http://casadobrasil.com/,,6.34,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.553942,-96.2608968,osm:way:1147778211,1.0,casa-do-brasil
Medi Weightloss,,,College Station,TX,77802,(979) 393-0369,https://mediweightloss.com/locations/collegestation,,,Local Chamber Member,BCS Chamber,College Station,,,,,medi-weightloss
MidSouth Fiber Internet,,,College Station,TX,77868,(936) 825-5100,http://midsouthfiber.com/,hello@midsouthfiber.com,,Local Chamber Member,BCS Chamber,College Station,,,,,midsouth-fiber-internet
Carter's Burgers,Restaurant,3105 Texas Avenue South,Bryan,TX,77802,(979) 779-7000,https://cartersburgerbryan.com/,,1.88,Local Independent/Franchise,OpenStreetMap,Bryan,30.6426659,-96.3515629,osm:node:8223259461,1.0,carter-s-burgers
B/CS Chamber of Commerce,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,b-cs-chamber-of-commerce
MSC OPAS,,,College Station,TX,,,http://mscopas.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,msc-opas
"Dailey Company, Inc",,,College Station,TX,77845,(979) 260-2020,http://godailey.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,dailey-company--inc
ORO Realty,,,College Station,TX,77836,(979) 567-5309,http://ororealty.com/,kristen@ororealtytx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,oro-realty
THE SPORTS FACILITIES COMPANIES,,,College Station,TX,,(800) 658-1655,http://rcisportsmanagement.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,the-sports-facilities-companies
Scotty's House BV Child Advocacy Center,,,College Station,TX,77802,(800) 252-5400,http://scottyshouse.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,scotty-s-house-bv-child-advocacy-center
"Drake Environmental, LLC",,,College Station,TX,,,http://drakeenv.com/,info@drakeenv.com,,Local Chamber Member,BCS Chamber,College Station,,,,,drake-environmental--llc
Hometown Chinese Restaurant,Restaurant,3105 Texas Avenue South,Bryan,TX,77802,(979) 779-8885,http://hometownbryan.com/,,1.89,Local Independent/Franchise,OpenStreetMap,Bryan,30.6427969,-96.3517131,osm:node:8223259463,1.0,hometown-chinese-restaurant
Brazos Valley Imagination Library,,,College Station,TX,,(979) 595-4887,http://bvil.org/,bvil.info@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-imagination-library
1860 Italia,Restaurant,1295 Arrington Road,College Station,TX,77845,(979) 977-0750,http://1860italia.com/,johnny@1860italia.com,6.07,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.5559398,-96.2650121,osm:way:1147778612,1.0,1860-italia
D.R. Horton,,,College Station,TX,77845,(251) 447-0329,https://drhorton.com/texas/brazos-valley,,,Local Chamber Member,BCS Chamber,College Station,,,,,d-r--horton
Zan's Persian Kebabs,Restaurant,3105 Texas Avenue South,Bryan,TX,77802,(979) 822-4444,https://zandspersiankebab.com/,nfo@zandspersiankebab.com,1.9,Local Independent/Franchise,OpenStreetMap,Bryan,30.6428292,-96.3517486,osm:node:8223259462,1.0,zan-s-persian-kebabs
Morgan Stanley,,,College Station,TX,,,http://morganstanley.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,morgan-stanley
"Onyx Diamond, LLC",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,onyx-diamond--llc
Black Tie Concierge Inc,,,College Station,TX,,,http://blacktiecars.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,black-tie-concierge-inc
Over The Moon Beverages,,,College Station,TX,,,http://overthemoonbeverages.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,over-the-moon-beverages
The Blood Center of Brazos Valley,,,College Station,TX,,,http://giveblood.org/,,,Local Chamber Member,BCS Chamber,College Station,,,,,the-blood-center-of-brazos-valley
Melissa Kubeczka—Coldwell Banker Apex/Realtor,,,College Station,TX,,,https://melissakubeczka.exprealty.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,melissa-kubeczka-coldwell-banker-apex-realtor
Soiree Shop,,,College Station,TX,,(979) 985-0771,http://soireeshoptx.com/,soireeshoptx@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,soiree-shop
Cold Stone Creamery,Ice Cream,1408 Texas Avenue South,College Station,TX,77840,(979) 693-1702,https://coldstonecreamery.com/stores/20687,mycoldstoneclub@kahalamgmt.com,0.77,Local Independent/Franchise,OpenStreetMap,College Station,30.6179782,-96.3235656,osm:node:8226340374,1.0,cold-stone-creamery
"On-line Real Estate Services, Inc.",,,College Station,TX,77802,(979) 268-8620,http://bcsonlinerealestate.com/,ric@bcsonlinerealestate.com,,Local Chamber Member,BCS Chamber,College Station,,,,,on-line-real-estate-services--inc
Brazos Valley AC Services & Repair,,,College Station,TX,77845,(979) 213-8737,http://bvacservices.com/,office@bvacservices.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-ac-services---repair
Outlook Wealth Advisors,,,College Station,TX,,(281) 872-1515,https://outlookwealth.com/,info@outlookwealth.com,,Local Chamber Member,BCS Chamber,College Station,,,,,outlook-wealth-advisors
Truist Home Mortgage,,,College Station,TX,77802,(979) 599-7082,http://bbt.com/dfifer,danielle.fifer@truist.com,,Local Chamber Member,BCS Chamber,College Station,,,,,truist-home-mortgage
DEGALLERY Corporation,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,degallery-corporation
"Mazurkiewicz, Dr. Jim",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mazurkiewicz--dr--jim
Dealers Electrical Supply,,,College Station,TX,,,http://dealerselectrical.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,dealers-electrical-supply
Simmons Bank,,,College Station,TX,,(866) 246-2400,http://simmonsbank.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,simmons-bank
"Stracener, James",,,College Station,TX,,(979) 764-2080,http://sustainment.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,stracener--james
Decker Financial Group,,,College Station,TX,,,http://raymondjames.com/DavidDecker,,,Local Chamber Member,BCS Chamber,College Station,,,,,decker-financial-group
Superior Auto Service,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,superior-auto-service
Baylor Scott & White - Texas Brain & Spine Institute,,,College Station,TX,77845,(979) 207-7400,http://txbsi.com/,infotbsi@bswhealth.org,,Local Chamber Member,BCS Chamber,College Station,,,,,baylor-scott---white---texas-brain---spine-institute
Walk-On’s Sports Bistreaux,Restaurant,,College Station,TX,,,http://walk-ons.com/,,5.58,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",College Station,30.5650554,-96.2664087,osm:way:1150565766,0.84,walk-on-s-sports-bistreaux
"Mitchell & Morgan, LLP",,,College Station,TX,,(979) 260-6963,http://mitchellandmorgan.com/,info@mitchellandmorgan.com,,Local Chamber Member,BCS Chamber,College Station,,,,,mitchell---morgan--llp
Premier Countertop Design,,,College Station,TX,,,https://premiercountertopdesign.com/,,,Local Chamber Member,BCS Chamber,College Station,30.5684919,-96.3091191,osm:way:1216153408,0.84,premier-countertop-design
Oakwell Academy,,,College Station,TX,77845,(979) 326-8819,http://oakwellacademy.org/,info@oakwellacademy.org,,Local Chamber Member,BCS Chamber,College Station,,,,,oakwell-academy
Texas FilmWorks,,,College Station,TX,,,http://txfilmworks.com/,info@txfilmworks.com,,Local Chamber Member,BCS Chamber,College Station,,,,,texas-filmworks
David Williams,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,david-williams
State Farm - Cole Campbell,,,College Station,TX,77845,(979) 703-6655,http://colecampbellteam.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,state-farm---cole-campbell
Imperial Chinese and Sushi,Restaurant,980 North Earl Rudder Freeway,Bryan,TX,77802,(979) 774-7888,https://imperialbcs.com/,,3.92,Local Independent/Franchise,OpenStreetMap,Bryan,30.6754575,-96.3390869,osm:node:11532305366,1.0,imperial-chinese-and-sushi
Onward Reserve,Clothes,166 Century Court,College Station,TX,77840,(979) 485-5247,https://onwardreserve.com/pages/college-station-tx,collegestation@onwardreserve.com,0.48,Local Independent/Franchise,OpenStreetMap,College Station,30.6251007,-96.3395298,osm:node:11537297797,1.0,onward-reserve
Miles Pusateri State Farm,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,miles-pusateri-state-farm
Hudson Trails Apartments,,,College Station,TX,77802,,http://hudsontrailsapts.com/,accessibility@apartments247.com,,Local Chamber Member,BCS Chamber,College Station,,,,,hudson-trails-apartments
C.C. Creations,,"C.C. Creations provides custom designed and decorated products in screen print, embroidery, promotional products, signs and banners, and trophies and awards to a diverse range of customers., C.C. Creations provides custom designed and decorated products in screen print, embroidery, promotional products, signs and banners, and trophies and awards to a diverse range of customers.",College Station,TX,,,http://cccreationsusa.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,c-c--creations
"Dudley Construction, Ltd.",,,College Station,TX,77845,(979) 776-2135,http://rmdudleyconstruction.com/,bids@rmdudleyconstruction.com,,Local Chamber Member,BCS Chamber,College Station,,,,,dudley-construction--ltd
The Draconian Lounge,Bar,211 University Drive,College Station,TX,77840,,https://draconianlounge.com/,,0.66,Local Independent/Franchise,OpenStreetMap,Northgate,30.6169424,-96.3473538,osm:node:11537299948,1.0,the-draconian-lounge
"Hernandez Law Firm, P.C.",,,College Station,TX,77802,(956) 369-4480,http://hdzfirm.com/,hello@martinez.ai,,Local Chamber Member,BCS Chamber,College Station,,,,,hernandez-law-firm--p-c
Oakwood Custom Homes Group,,,College Station,TX,77845,(979) 690-1504,http://oakchb.com/,oakwoodcustomhomesinfo@gmail.com,,Local Chamber Member,BCS Chamber,College Station,,,,,oakwood-custom-homes-group
Quicker Sticker,,"Quicker Sticker is College Station’s trusted, full-service auto repair and maintenance center. We specialize in brake repair, suspension service, AC repair, and engine work for all makes & models., Quicker Sticker is College Station’s trusted, full-service auto repair and maintenance center. We specialize in brake repair, suspension service, AC repair, and engine work for all makes & models.",College Station,TX,77845,(979) 693-8512,http://quickerstickertx.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,quicker-sticker
MOD Pizza,Fast Food,11655 Wellborn Road,College Station,TX,77840,(979) 639-5540,https://locations.modpizza.com/usa/tx/college-station/11655-fm-2154,,2.53,Local Independent/Franchise,OpenStreetMap,College Station,30.5837839,-96.3234627,osm:node:11575726664,1.0,mod-pizza
Capital Title of Texas -Bryan/ College Station,,,College Station,TX,,,https://ctot.com/locations/central-texas/office-map/bryan-college-station,,,Local Chamber Member,BCS Chamber,College Station,,,,,capital-title-of-texas--bryan--college-station
Sterling Kia,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,30.6488147,-96.318007,osm:way:1013640223,0.84,sterling-kia
Quinntastic Bites,,,College Station,TX,,,http://quinntastic.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,quinntastic-bites
Higginbotham Insurance - Brown Team,,,College Station,TX,,,http://bcins.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,higginbotham-insurance---brown-team
Oak Creek Home Center,,,College Station,TX,,,http://oakcreekbryan.com/bryan,,,Local Chamber Member,BCS Chamber,College Station,,,,,oak-creek-home-center
Holiday Inn Hotel & Suites Aggieland,,,College Station,TX,,,http://holiday-inn.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,holiday-inn-hotel---suites-aggieland
Brazos Valley Endodontic Associates,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,brazos-valley-endodontic-associates
Home Instead,,,College Station,TX,77802,(979) 268-6880,http://homeinstead.com/bcs,,,Local Chamber Member,BCS Chamber,College Station,,,,,home-instead
"Razen Thomas & Rick Gray, REALTORS®",,"Comprehensive real estate services specializing in the Brazos Valley., Comprehensive real estate services specializing in the Brazos Valley.",College Station,TX,,,https://debrajanesluxury.com/about,,,Local Chamber Member,BCS Chamber,College Station,,,,,razen-thomas---rick-gray--realtors
C.E. Borman & Associates,,,College Station,TX,,,http://ceborman.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,c-e--borman---associates
Quiddity Engineering,,"Quiddity is an award-winning, full-service civil engineering, planning, surveying, and consulting firm. Our mission is simple: to enhance lives through engineering excellence., Quiddity is an award-winning, full-service civil engineering, planning, surveying, and consulting firm. Our mission is simple: to enhance lives through engineering excellence.",College Station,TX,77845,(713) 777-5337,https://quiddity.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,quiddity-engineering
"College Station Ford Lincoln, LLC",,,College Station,TX,77845,(979) 431-3389,http://collegestationford.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,college-station-ford-lincoln--llc
Rivers Family Dentistry,,,College Station,TX,77801,(979) 710-2216,https://riversdentistry.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,rivers-family-dentistry
Cactus Claim Service LLC,,,College Station,TX,,,https://cactusclaims.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,cactus-claim-service-llc
"HOTWORX Bryan, TX",,,College Station,TX,77802,(802) 979-3141,https://hotworx.net/studio/bryan-universitydriveeast,studio.tx0191@hotworx.net,,Local Chamber Member,BCS Chamber,College Station,,,,,hotworx-bryan--tx
PJ's Coffee,,,College Station,TX,77845,(979) 450-7955,https://locations.pjscoffee.com/tx/collegestation/coffee-shop-tx0071.html,,,Local Chamber Member,BCS Chamber,College Station,,,,,pj-s-coffee
Burger Mojo,Fast Food,209 University Drive East,College Station,TX,77840,,https://burgermojo.com/,,2.17,Local Independent/Franchise,"OpenStreetMap, BCS Chamber",Northgate,30.6295576,-96.3336503,osm:way:866792673,1.0,burger-mojo
TSB Social Media Agency LLC,,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,tsb-social-media-agency-llc
Heritage Row Chiropractic,,,College Station,TX,,,http://heritagerowchiro.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,heritage-row-chiropractic
Canvas & Easel Insurance,,,College Station,TX,,,https://healthsherpa.com/?_agent_id=samantha-chamberlain,,,Local Chamber Member,BCS Chamber,College Station,,,,,canvas---easel-insurance
Realty One Group Amplified,,,College Station,TX,,,http://realtyonegroupamplified.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,realty-one-group-amplified
Precision Garage Door Service of Bryan-College Station,,,College Station,TX,77845,(979) 216-5190,https://precisiondoorbrazosvalley.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,precision-garage-door-service-of-bryan-college-station
PlanNorth Architectural Co.,,,College Station,TX,77833,(979) 421-8003,http://plannorth.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,plannorth-architectural-co
Conlee-Garrett Moving & Storage,,"Commercial & Residential Moving & Storage Services, Commercial & Residential Moving & Storage Services",College Station,TX,77801,(979) 779-1341,http://cgcmoving.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,conlee-garrett-moving---storage
Shun De Mom,Restaurant,717 University Drive,College Station,TX,77840,(979) 696-9288,https://sdmomexpress.m988.com/phone/pages/home.html,,0.42,Local Independent/Franchise,OpenStreetMap,Northgate,30.6215053,-96.3426852,osm:node:11705095327,1.0,shun-de-mom
"Rail & Rye, LLC",,,College Station,TX,,,http://railandrye.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,rail---rye--llc
Highland Villas,,,College Station,TX,,,http://highland-villas.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,highland-villas
"Capital Farm Credit, ACA",,"A trusted lender offering loans and financial services to Texas agriculture and rural communities., A trusted lender offering loans and financial services to Texas agriculture and rural communities.",College Station,TX,,,http://capitalfarmcredit.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,capital-farm-credit--aca
Raven Homes,,,College Station,TX,77801,(979) 229-4382,http://ravenhomes.net/,,,Local Chamber Member,BCS Chamber,College Station,,,,,raven-homes
Protocol IT Solutions,,,College Station,TX,77805,(979) 314-4118,https://pro-it.com/,,,Local Chamber Member,BCS Chamber,College Station,,,,,protocol-it-solutions
PopStroke,,,College Station,TX,,(561) 203-7974,http://popstroke.com/,info@popstroke.com,,Local Chamber Member,BCS Chamber,College Station,30.6250363,-96.3425392,osm:way:1352139140,0.84,popstroke
Hudson Creek Alzheimer's Special Care Center,,,College Station,TX,,(800) 254-9442,http://jeaseniorliving.com/,vendorinquiries@sincerisl.com,,Local Chamber Member,BCS Chamber,College Station,,,,,hudson-creek-alzheimer-s-special-care-center
Nick The Greek,Fast Food,1411 Wellborn Road,College Station,TX,77840,(979) 703-1196,https://nickthegreek.com/wellborn,,1.85,Local Independent/Franchise,OpenStreetMap,College Station,30.592404,-96.3306479,osm:node:11910477659,1.0,nick-the-greek
"Hickman, Royce",,,College Station,TX,77807,(979) 775-7800,https://destinationbryan.com/,info@lakewalktx.com,,Local Chamber Member,BCS Chamber,College Station,,,,,hickman--royce
